column,missing_count,missing_pct
GIPER_NA,333,21.183206106870227
NA_BLOOD,333,21.183206106870227
K_BLOOD,330,20.99236641221374
GIPO_K,328,20.865139949109416
AST_BLOOD,258,16.412213740458014
ALT_BLOOD,257,16.348600508905854
S_AD_ORIT,249,15.839694656488549
D_AD_ORIT,249,15.839694656488549
DLIT_AG,217,13.804071246819339
ROE,180,11.450381679389313
L_BLOOD,114,7.251908396946565
TIME_B_S,110,6.997455470737914
STENOK_AN,85,5.407124681933842
ant_im,66,4.198473282442748
inf_im,66,4.198473282442748
lat_im,65,4.134860050890586
post_im,59,3.753180661577608
FK_STENOK,56,3.5623409669211195
ritm_ecg_p_01,42,2.6717557251908395
ritm_ecg_p_02,42,2.6717557251908395
ritm_ecg_p_04,42,2.6717557251908395
ritm_ecg_p_06,42,2.6717557251908395
ritm_ecg_p_07,42,2.6717557251908395
ritm_ecg_p_08,42,2.6717557251908395
ZSN_A,41,2.608142493638677
IBS_POST,38,2.4173027989821882
GEPAR_S_n,17,1.0814249363867683
ASP_S_n,17,1.0814249363867683
TIKL_S_n,16,1.0178117048346056
TRENT_S_n,16,1.0178117048346056
ANT_CA_S_n,13,0.826972010178117
K_SH_POST,12,0.7633587786259541
MP_TP_POST,11,0.6997455470737913
B_BLOK_S_n,11,0.6997455470737913
O_L_POST,10,0.6361323155216284
SVT_POST,10,0.6361323155216284
GT_POST,10,0.6361323155216284
FIB_G_POST,10,0.6361323155216284
fibr_ter_01,10,0.6361323155216284
fibr_ter_02,10,0.6361323155216284
fibr_ter_03,10,0.6361323155216284
fibr_ter_05,10,0.6361323155216284
fibr_ter_06,10,0.6361323155216284
fibr_ter_07,10,0.6361323155216284
fibr_ter_08,10,0.6361323155216284
LID_S_n,10,0.6361323155216284
NITR_S,9,0.5725190839694656
AGE,7,0.44529262086513993
endocr_01,7,0.44529262086513993
nr_11,6,0.38167938931297707
nr_01,6,0.38167938931297707
nr_02,6,0.38167938931297707
nr_03,6,0.38167938931297707
nr_04,6,0.38167938931297707
nr_07,6,0.38167938931297707
nr_08,6,0.38167938931297707
endocr_02,6,0.38167938931297707
endocr_03,6,0.38167938931297707
np_01,4,0.2544529262086514
np_04,4,0.2544529262086514
np_05,4,0.2544529262086514
np_07,4,0.2544529262086514
np_08,4,0.2544529262086514
np_09,4,0.2544529262086514
np_10,4,0.2544529262086514
zab_leg_01,3,0.19083969465648853
zab_leg_02,3,0.19083969465648853
zab_leg_03,3,0.19083969465648853
zab_leg_04,3,0.19083969465648853
zab_leg_06,3,0.19083969465648853
GB,2,0.1272264631043257
SIM_GIPERT,2,0.1272264631043257
INF_ANAM,1,0.06361323155216285
IM_PG_P,1,0.06361323155216285
n_r_ecg_p_01,1,0.06361323155216285
n_r_ecg_p_02,1,0.06361323155216285
n_r_ecg_p_03,1,0.06361323155216285
n_r_ecg_p_04,1,0.06361323155216285
n_r_ecg_p_05,1,0.06361323155216285
n_r_ecg_p_06,1,0.06361323155216285
n_r_ecg_p_08,1,0.06361323155216285
n_r_ecg_p_09,1,0.06361323155216285
n_r_ecg_p_10,1,0.06361323155216285
n_p_ecg_p_01,1,0.06361323155216285
n_p_ecg_p_03,1,0.06361323155216285
n_p_ecg_p_04,1,0.06361323155216285
n_p_ecg_p_05,1,0.06361323155216285
n_p_ecg_p_06,1,0.06361323155216285
n_p_ecg_p_07,1,0.06361323155216285
n_p_ecg_p_08,1,0.06361323155216285
n_p_ecg_p_09,1,0.06361323155216285
n_p_ecg_p_10,1,0.06361323155216285
n_p_ecg_p_11,1,0.06361323155216285
n_p_ecg_p_12,1,0.06361323155216285
SEX,0,0.0
LET_IS_BINARY,0,0.0
