model,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max
DESKL,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164
DecisionTreeClassifier,100.0,0.1618436211188084,0.006590825508377687,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1602564102564102,0.1875
Exponential,100.0,0.1596648375179648,0.0018359961934761545,0.1538461538461538,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1656050955414012
KNORAE,100.0,0.16240038653363972,0.005672577038759272,0.1428571428571428,0.1592356687898089,0.1612903225806451,0.1644736842105263,0.1857142857142857
LogisticRegression,100.0,0.1755054586730987,0.010946938597166164,0.1592356687898089,0.16777441004546434,0.1736111111111111,0.1819840743198407,0.2155172413793103
METADES,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164
MLA,100.0,0.16746211554994858,0.010596157946960751,0.1548387096774193,0.1602564102564102,0.1643346379647749,0.1715281058101086,0.205607476635514
RandomForestClassifier,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164
SGDClassifier,100.0,0.2784100263288356,0.06570631334009454,0.1592356687898089,0.22601683029453012,0.27905014464802314,0.3277209051724138,0.4347826086956521
StackingClassifier,100.0,0.1596670160445053,0.001665795520730567,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164
VotingClassifier,100.0,0.15990004107514166,0.0021656110170826578,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1721854304635761
XGBClassifier,100.0,0.19474880157136543,0.028915480142610844,0.1582278481012658,0.1700680272108843,0.19125318066157754,0.221077935222672,0.2666666666666666
