model,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
DESKL,100.0,0.8181084783637413,0.041817573127884325,0.7018181818181819,0.788409090909091,0.8183333333333334,0.8452272727272727,0.9230303030303032
DecisionTreeClassifier,100.0,0.644378328688855,0.07982709942070837,0.4875757575757575,0.5964960697197539,0.6461363636363637,0.7089647413989519,0.8846969696969696
Exponential,100.0,0.8044310181047024,0.04747051061548,0.7054545454545456,0.768560606060606,0.7968181818181819,0.8399737762237762,0.9227272727272728
KNORAE,100.0,0.7246779891161471,0.05533011618472982,0.5824242424242425,0.6872727272727273,0.7204539758487127,0.7587593984962406,0.863030303030303
LogisticRegression,100.0,0.830066954098533,0.04673646955906059,0.6915151515151515,0.8008333333333333,0.8328787878787879,0.865259324009324,0.9124242424242424
METADES,100.0,0.8110769239532398,0.04524241546096893,0.7124242424242425,0.7776515151515152,0.8075757575757576,0.8467424242424242,0.9196969696969696
MLA,100.0,0.6911482854864436,0.06098234954163678,0.5146969696969697,0.6604545454545455,0.6941883116883117,0.7335984848484849,0.8056060606060607
RandomForestClassifier,100.0,0.8310511541090491,0.03676046167205119,0.7147435897435898,0.8090909090909091,0.8348251748251747,0.8565413533834586,0.921818181818182
SGDClassifier,100.0,0.7895859495767391,0.06649904090104995,0.6221212121212121,0.7489015151515152,0.7963636363636364,0.8445833333333332,0.901818181818182
StackingClassifier,100.0,0.8564642927248189,0.038162521006157565,0.7229020979020979,0.8331060606060606,0.8618181818181818,0.8837907925407925,0.9145454545454546
VotingClassifier,100.0,0.8504585440874916,0.041864176197789454,0.7354312354312353,0.8203787878787879,0.8557575757575757,0.8803350815850816,0.9309090909090908
XGBClassifier,100.0,0.8577977548767024,0.039950810701582816,0.7255244755244755,0.8313636363636363,0.8627272727272728,0.8842424242424243,0.9433333333333334
