model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max
DESKL,100.0,0.8403329839554948,0.0016657955207305922,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
DecisionTreeClassifier,100.0,0.835938079496896,0.021791642135533387,0.6942675159235668,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8853503184713376
Exponential,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
KNORAE,100.0,0.8374820607917441,0.033665404499107036,0.7961783439490446,0.821656050955414,0.8343949044585988,0.8407643312101911,1.0764331210191085
LogisticRegression,100.0,0.7281964040957832,0.06911132968004932,0.5923566878980892,0.6740909457389341,0.732484076433121,0.7770700636942676,0.910828025477707
METADES,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
MLA,100.0,0.8382342981536727,0.04773226010982301,0.6815286624203821,0.8267153108119004,0.8407643312101911,0.8407643312101911,0.981012658227848
RandomForestClassifier,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
SGDClassifier,100.0,0.7046738692251873,0.15914947920675526,0.360759493670886,0.6162420382165605,0.7133757961783439,0.7834394904458599,1.1910828025477709
StackingClassifier,100.0,0.8349221962428447,0.02509506829775289,0.6369426751592356,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
VotingClassifier,100.0,0.8353712811416594,0.018089674233738254,0.7197452229299363,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
XGBClassifier,100.0,0.5979424332822704,0.0984393522217302,0.3566878980891719,0.5270700636942676,0.6019108280254777,0.6624203821656051,0.8227848101265823
